resolution,AGNo,timeOfDay,kWAvg,kWMedian,kWMax,kWMin,kVARAvg,kVARMedian,kVARMax,kVARMin
60,10,1970-01-02T02:00Z,0.28290698630137007,0.26765000000000005,0.6354,0.0927,-0.01644527397260273,-0.0246,0.1523,-0.1022
60,10,1970-01-02T03:00Z,0.2618265068493149,0.24175,0.6211,0.0943,-0.016535342465753416,-0.02695,0.1526,-0.1166
60,10,1970-01-02T04:00Z,0.22919794520547915,0.2108,0.603,0.0872,-0.018565890410958918,-0.0284,0.1615,-0.1067
60,11,1970-01-01T05:00Z,0.19686465753424656,0.17885,0.5756,0.0673,-0.002338698630136978,-0.0119,0.1474,-0.0733
60,11,1970-01-01T06:00Z,0.1751530737704918,0.1593,0.5109,0.064,-0.005355396174863397,-0.0157,0.1145,-0.0716
60,11,1970-01-01T07:00Z,0.1624758953168046,0.14585,0.5078,0.0596,-0.005074793388429743,-0.0141,0.1255,-0.0571
60,11,1970-01-01T08:00Z,0.15472875683060108,0.1369,0.4761,0.052,-0.004099658469945352,-0.0129,0.1152,-0.059
60,11,1970-01-01T09:00Z,0.14728630136986298,0.13105,0.463,0.053,-0.004614246575342465,-0.013000000000000001,0.1312,-0.0521
60,11,1970-01-01T10:00Z,0.1451731506849316,0.13,0.4848,0.0572,-0.0051254109589041075,-0.0128,0.1205,-0.0618
60,11,1970-01-01T11:00Z,0.1511920547945205,0.1354,0.5102,0.0555,-0.008621438356164371,-0.0151,0.107,-0.0726
60,11,1970-01-01T12:00Z,0.1855183561643838,0.1707,0.5985,0.0577,-0.010086780821917798,-0.0165,0.0911,-0.0947
60,11,1970-01-01T13:00Z,0.19176993150684982,0.1772,0.6331,0.0716,-0.008733561643835602,-0.0148,0.1061,-0.0653
60,11,1970-01-01T14:00Z,0.19370712328767145,0.17975,0.6608,0.0672,-0.004643698630136988,-0.010450000000000001,0.1036,-0.0749
60,11,1970-01-01T15:00Z,0.20263436213991778,0.1868,0.6836,0.0777,-0.003179012345679014,-0.00775,0.1462,-0.0755
60,11,1970-01-01T16:00Z,0.20569601648351613,0.18395,0.6215,0.0859,-0.0006822802197802244,-0.0055,0.125,-0.0768
60,11,1970-01-01T17:00Z,0.21132850274725298,0.1894,0.7249,0.0752,0.0014011675824175793,-0.0037,0.2021,-0.1207
60,11,1970-01-01T18:00Z,0.22183344780219783,0.1971,0.739,0.0776,0.002437293956043957,-0.00445,0.1302,-0.077
60,11,1970-01-01T19:00Z,0.22454313186813163,0.19740000000000002,0.6935,0.0824,0.0027698489010989035,-0.003,0.1451,-0.0891
60,11,1970-01-01T20:00Z,0.21888866758241718,0.1899,0.7559,0.0717,0.002133997252747253,-0.0045000000000000005,0.274,-0.0753
60,11,1970-01-01T21:00Z,0.22067314560439574,0.19415,0.8713,0.0815,0.0020544642857142892,-0.0057,0.1606,-0.0829
60,11,1970-01-01T22:00Z,0.251567261496225,0.2262,0.7361,0.0748,0.0009705559368565562,-0.0077,0.1489,-0.0782
60,11,1970-01-01T23:00Z,0.29767979452054777,0.27645,0.8617,0.097,0.0012543835616438321,-0.0073,0.168,-0.0931
60,11,1970-01-02,0.3077884931506849,0.2888,0.7708,0.1112,-0.0035893835616438345,-0.01385,0.2211,-0.0885
60,11,1970-01-02T01:00Z,0.30628308219178113,0.2877,0.7975,0.0847,-0.004332739726027392,-0.0123,0.1845,-0.0979
60,11,1970-01-02T02:00Z,0.30041917808219193,0.28195,0.8036,0.1177,-0.004496643835616426,-0.012150000000000001,0.1857,-0.0967
60,11,1970-01-02T03:00Z,0.2663693835616435,0.24625,0.6872,0.0918,-0.0042835616438356185,-0.0122,0.1584,-0.0983
60,11,1970-01-02T04:00Z,0.2280654794520549,0.2094,0.7199,0.0974,-0.002016780821917825,-0.01115,0.1527,-0.1033
60,12,1970-01-01T05:00Z,0.2345703424657534,0.2117,0.6255,0.0905,0.03454328767123281,0.0263,0.1852,-0.0436
60,12,1970-01-01T06:00Z,0.2036781420765027,0.1771,0.5748,0.073,0.02284351092896173,0.0137,0.176,-0.0408
60,12,1970-01-01T07:00Z,0.1873615013774103,0.16155,0.5883,0.0646,0.01764986225895317,0.0079,0.2074,-0.0363
60,12,1970-01-01T08:00Z,0.17539016393442622,0.1499,0.5607,0.0724,0.01570143442622953,0.0054,0.1595,-0.035
60,12,1970-01-01T09:00Z,0.16731650684931496,0.1411,0.5322,0.0588,0.014230958904109563,0.0041,0.1689,-0.0347
60,12,1970-01-01T10:00Z,0.1672178082191781,0.14255,0.5551,0.0647,0.012936301369863023,0.0027,0.1501,-0.0335
60,12,1970-01-01T11:00Z,0.18255554794520545,0.1578,0.5937,0.0667,0.013493972602739749,0.0046,0.1644,-0.0355
60,12,1970-01-01T12:00Z,0.20538705479452077,0.18725,0.6082,0.0703,0.01051267123287672,0.004,0.1481,-0.0564
60,12,1970-01-01T13:00Z,0.2147880821917808,0.19945000000000002,0.5111,0.0833,0.006404589041095896,0.0004,0.1397,-0.053
60,12,1970-01-01T14:00Z,0.21934287671232847,0.2031,0.5536,0.0711,0.006838493150684925,0.00365,0.106,-0.0597
60,12,1970-01-01T15:00Z,0.21661200274348397,0.1992,0.5437,0.0884,0.009467215363511652,0.0055,0.119,-0.0489
60,12,1970-01-01T16:00Z,0.2210410027472527,0.20465,0.6352,0.093,0.01216751373626373,0.0083,0.192,-0.0558
60,12,1970-01-01T17:00Z,0.22662046703296748,0.2095,0.6998,0.0874,0.013717032967032975,0.00935,0.1509,-0.0433
60,12,1970-01-01T18:00Z,0.22894162087912073,0.21065,0.665,0.0846,0.01583688186813185,0.0113,0.1447,-0.0447
60,12,1970-01-01T19:00Z,0.22941833791208793,0.211,0.7171,0.0704,0.017519230769230735,0.0124,0.1544,-0.0773
60,12,1970-01-01T20:00Z,0.2238379120879121,0.20700000000000002,0.6986,0.0937,0.01724814560439561,0.01285,0.1528,-0.0492
60,12,1970-01-01T21:00Z,0.2263953983516484,0.21089999999999998,0.6355,0.0825,0.01602513736263735,0.0105,0.181,-0.0559
60,12,1970-01-01T22:00Z,0.24561056966369216,0.2281,0.6323,0.0881,0.01937789979409747,0.0143,0.1694,-0.1096
60,12,1970-01-01T23:00Z,0.26806226027397273,0.2512,0.7528,0.093,0.02287876712328766,0.018250000000000002,0.1814,-0.0557
60,12,1970-01-02,0.28982095890410964,0.27465,0.6738,0.1012,0.02850643835616439,0.023850000000000003,0.1735,-0.0447
60,12,1970-01-02T01:00Z,0.2990693150684933,0.2817,0.7185,0.1205,0.03257931506849323,0.0275,0.1846,-0.0437
60,12,1970-01-02T02:00Z,0.2982580136986302,0.27905,0.7479,0.1129,0.03734883561643835,0.03275,0.2382,-0.0499
60,12,1970-01-02T03:00Z,0.2885513013698632,0.26905,0.7515,0.1248,0.042174041095890395,0.0363,0.2009,-0.0366
60,12,1970-01-02T04:00Z,0.2627632191780829,0.2421,0.6805,0.0975,0.04117198630136987,0.03465,0.2106,-0.0417
60,13,1970-01-01T05:00Z,0.24371280821917812,0.2289,0.5853,0.0766,0.024805547945205453,0.0179,0.1455,-0.0464
60,13,1970-01-01T06:00Z,0.22901912568305982,0.21765,0.5554,0.0813,0.025726571038251385,0.019950000000000002,0.1327,-0.0451
60,13,1970-01-01T07:00Z,0.2172508264462809,0.2041,0.632,0.0814,0.023488429752066137,0.0177,0.1785,-0.0553
60,13,1970-01-01T08:00Z,0.20458442622950834,0.18885000000000002,0.5977,0.0791,0.020682991803278688,0.013049999999999999,0.1447,-0.0489
60,13,1970-01-01T09:00Z,0.2001465068493151,0.1824,0.5342,0.0752,0.016886438356164372,0.008,0.1738,-0.056
60,13,1970-01-01T10:00Z,0.19879636986301358,0.17685,0.5424,0.0683,0.01567958904109588,0.0028,0.1633,-0.0605
60,13,1970-01-01T11:00Z,0.23775356164383601,0.22335,0.6162,0.0753,0.015985342465753415,0.0035,0.1979,-0.0621
60,13,1970-01-01T12:00Z,0.2773294520547947,0.2667,0.6335,0.0826,0.021660958904109566,0.0119,0.1376,-0.0464
60,13,1970-01-01T13:00Z,0.2743901369863015,0.26165,0.6974,0.0771,0.025711369863013703,0.018250000000000002,0.1414,-0.0468
60,13,1970-01-01T14:00Z,0.24869006849315042,0.2325,0.6003,0.0813,0.023743150684931536,0.0171,0.1593,-0.057
60,13,1970-01-01T15:00Z,0.22238106995884746,0.20685,0.5531,0.0812,0.02005253772290808,0.0148,0.1523,-0.0627
60,13,1970-01-01T16:00Z,0.2083221153846156,0.19155,0.5695,0.0748,0.017162087912087873,0.0122,0.1706,-0.0608
60,13,1970-01-01T17:00Z,0.2047436813186813,0.1933,0.5233,0.0755,0.015595260989011,0.0123,0.1118,-0.0534
60,13,1970-01-01T18:00Z,0.2053315247252747,0.19524999999999998,0.5413,0.0714,0.014901236263736238,0.0128,0.1629,-0.0518
60,13,1970-01-01T19:00Z,0.20260357142857124,0.1883,0.5084,0.0673,0.015667513736263735,0.013649999999999999,0.1098,-0.0644
60,13,1970-01-01T20:00Z,0.20742884615384646,0.19535,0.5526,0.0708,0.017762087912087908,0.01475,0.1156,-0.0603
60,13,1970-01-01T21:00Z,0.21798626373626337,0.20375,0.5889,0.0848,0.019857760989010997,0.0169,0.0988,-0.0545
60,13,1970-01-01T22:00Z,0.23786437886067294,0.2271,0.6221,0.0896,0.021682910089224416,0.018,0.1357,-0.0451
60,13,1970-01-01T23:00Z,0.2870123287671231,0.27475,0.6939,0.0947,0.03113657534246575,0.0279,0.1325,-0.0382
60,13,1970-01-02,0.3194711643835611,0.30725,0.7521,0.1025,0.03750945205479453,0.0348,0.1635,-0.0344
60,13,1970-01-02T01:00Z,0.3267171917808223,0.31455,0.6857,0.1363,0.03534219178082189,0.03005,0.1617,-0.03
60,13,1970-01-02T02:00Z,0.3280317808219173,0.31315,0.7572,0.1147,0.02600849315068493,0.018750000000000003,0.1585,-0.0467
60,13,1970-01-02T03:00Z,0.29792643835616445,0.28764999999999996,0.6413,0.1049,0.02089417808219177,0.0145,0.1314,-0.0489
60,13,1970-01-02T04:00Z,0.27018143835616487,0.25634999999999997,0.6557,0.1144,0.02200643835616435,0.0151,0.16,-0.0636
60,14,1970-01-01T05:00Z,0.2696534246575345,0.21384999999999998,0.9636,0.0716,0.015689520547945226,-0.0102,0.2367,-0.073
60,14,1970-01-01T06:00Z,0.24405812841530017,0.18364999999999998,0.8719,0.0623,0.015128551912568327,-0.013,0.2058,-0.0694
60,14,1970-01-01T07:00Z,0.23000750688705232,0.1666,0.8254,0.0583,0.01610929752066116,-0.0119,0.2521,-0.0486
60,14,1970-01-01T08:00Z,0.21920389344262317,0.1603,0.8336,0.0526,0.016559631147540978,-0.0104,0.214,-0.0458
60,14,1970-01-01T09:00Z,0.21255136986301326,0.1532,0.905,0.0488,0.01578308219178081,-0.0099,0.2172,-0.0653
60,14,1970-01-01T10:00Z,0.21825972602739663,0.16935,0.7869,0.0522,0.014746095890410945,-0.0106,0.3133,-0.0518
60,14,1970-01-01T11:00Z,0.243317123287671,0.2016,0.7613,0.0674,0.012370958904109613,-0.0109,0.2138,-0.0746
60,14,1970-01-01T12:00Z,0.2628787671232871,0.2344,0.7933,0.0717,0.011255821917808216,-0.00805,0.1965,-0.0707
60,14,1970-01-01T13:00Z,0.2655745205479454,0.2394,0.7993,0.0806,0.015098219178082217,-0.0019,0.2141,-0.0683
60,14,1970-01-01T14:00Z,0.27346027397260253,0.24515,0.7591,0.088,0.017539315068493166,0.0037,0.2197,-0.0601
60,14,1970-01-01T15:00Z,0.2686756515775036,0.23425,0.9399,0.074,0.013741015089163281,0.0013,0.2427,-0.0843
60,14,1970-01-01T16:00Z,0.25244175824175813,0.22365000000000002,0.7614,0.082,0.008814217032967052,-0.00295,0.1995,-0.0666
60,14,1970-01-01T17:00Z,0.25420810439560454,0.2252,0.8912,0.08,0.010395192307692263,-0.0007,0.2223,-0.0804
60,14,1970-01-01T18:00Z,0.24696648351648356,0.2127,0.8699,0.0822,0.00983145604395602,-0.0030499999999999998,0.2764,-0.0682
60,14,1970-01-01T19:00Z,0.24665295329670303,0.21255000000000002,0.9148,0.0926,0.009507486263736282,-0.0016,0.2526,-0.0822
60,14,1970-01-01T20:00Z,0.2461173763736265,0.2084,1.0683,0.0813,0.010014010989010995,0.0004,0.2229,-0.0657
60,14,1970-01-01T21:00Z,0.255225,0.22355,0.9948,0.0875,0.009370947802197788,-0.0026,0.2333,-0.0764
60,14,1970-01-01T22:00Z,0.2699641043239532,0.2339,1.1944,0.0938,0.0066853122855181826,-0.0058,0.2236,-0.073
60,14,1970-01-01T23:00Z,0.29861424657534247,0.26195,1.0122,0.1102,0.008188698630136973,-0.0065,0.2362,-0.0874
60,14,1970-01-02,0.3223321232876712,0.2821,0.9801,0.128,0.012174178082191796,-0.0030499999999999998,0.268,-0.0936
60,14,1970-01-02T01:00Z,0.34101458904109583,0.298,1.004,0.1329,0.013589726027397279,-0.0017,0.2301,-0.0823
60,14,1970-01-02T02:00Z,0.3339255479452056,0.2895,0.945,0.1029,0.009590616438356176,-0.00875,0.3061,-0.0832
60,14,1970-01-02T03:00Z,0.32243109589041113,0.2748,0.9596,0.1004,0.010926164383561629,-0.009049999999999999,0.2193,-0.0777
60,14,1970-01-02T04:00Z,0.3049184931506855,0.259,1.0158,0.093,0.01658102739726023,-0.0063,0.2278,-0.0817
60,15,1970-01-01T05:00Z,0.2783127397260275,0.2365,0.8932,0.109,0.012473904109589031,0.0034,0.1967,-0.0646
60,15,1970-01-01T06:00Z,0.23414945355191213,0.197,0.8186,0.1009,0.001990642076502729,-0.00615,0.2032,-0.0689
60,15,1970-01-01T07:00Z,0.21657906336088148,0.1802,0.7915,0.0896,-0.0010752754820936607,-0.0107,0.1981,-0.0626
60,15,1970-01-01T08:00Z,0.20604214480874336,0.16955,0.7443,0.0899,-0.0034699453551912643,-0.01225,0.1803,-0.0606
60,15,1970-01-01T09:00Z,0.1995849315068495,0.16494999999999999,0.6562,0.0947,-0.004999726027397261,-0.0145,0.1501,-0.064
60,15,1970-01-01T10:00Z,0.20038952054794498,0.16785,0.6575,0.0939,-0.008930205479452055,-0.016149999999999998,0.1448,-0.0674
60,15,1970-01-01T11:00Z,0.2117497260273975,0.18359999999999999,0.5816,0.0901,-0.01330232876712329,-0.0213,0.1285,-0.0744
60,15,1970-01-01T12:00Z,0.2496582191780824,0.22594999999999998,0.6829,0.1056,-0.01618773972602736,-0.022350000000000002,0.1657,-0.0815
60,15,1970-01-01T13:00Z,0.2931453424657534,0.2815,0.6579,0.1258,-0.02075869863013702,-0.02765,0.1381,-0.1181
60,15,1970-01-01T14:00Z,0.3017647945205477,0.28695,0.7834,0.1246,-0.021712191780821895,-0.0268,0.123,-0.1134
60,15,1970-01-01T15:00Z,0.2949315500685875,0.2802,0.8018,0.1072,-0.018525925925925897,-0.02445,0.1532,-0.1306
60,15,1970-01-01T16:00Z,0.2863484203296706,0.27415,0.7703,0.1312,-0.014810989010989005,-0.0208,0.1564,-0.1322
60,15,1970-01-01T17:00Z,0.29079196428571435,0.27485,0.8641,0.1078,-0.011445879120879125,-0.0177,0.2449,-0.0914
60,15,1970-01-01T18:00Z,0.29214869505494523,0.2748,0.8369,0.1283,-0.01050336538461538,-0.016849999999999997,0.2304,-0.123
60,15,1970-01-01T19:00Z,0.2892779532967038,0.27044999999999997,0.8322,0.1108,-0.012820123626373617,-0.0196,0.2361,-0.1186
60,15,1970-01-01T20:00Z,0.2885425137362638,0.2704,0.9067,0.1,-0.015475274725274716,-0.0233,0.222,-0.1084
60,15,1970-01-01T21:00Z,0.2799247252747249,0.26,0.7978,0.1211,-0.019291277472527475,-0.0256,0.1473,-0.1366
60,15,1970-01-01T22:00Z,0.3041041866849688,0.2832,1.0175,0.1378,-0.0157078242964997,-0.021,0.1535,-0.1118
60,15,1970-01-01T23:00Z,0.3405618493150685,0.31475,1.0426,0.1457,-0.012993219178082192,-0.018549999999999997,0.1702,-0.113
60,15,1970-01-02,0.36391787671232817,0.33885,0.9218,0.1739,-0.007799863013698627,-0.012,0.1575,-0.1251
60,15,1970-01-02T01:00Z,0.3966880136986301,0.376,0.8728,0.1782,0.003979041095890404,-0.00095,0.186,-0.1112
60,15,1970-01-02T02:00Z,0.39187006849315087,0.3673,1.0112,0.1904,0.0007878082191780894,-0.00675,0.2305,-0.1094
60,15,1970-01-02T03:00Z,0.3792455479452057,0.34625,1.1214,0.1787,0.0037815068493150836,-0.00385,0.2515,-0.1125
60,15,1970-01-02T04:00Z,0.3369650000000003,0.29464999999999997,0.9568,0.1523,0.01133746575342463,0.00255,0.2325,-0.0817
60,16,1970-01-01T05:00Z,0.29822828767123233,0.27349999999999997,0.8306,0.1097,-0.02209000000000001,-0.0276,0.1327,-0.1167
60,16,1970-01-01T06:00Z,0.2659752049180322,0.24465,0.7768,0.1108,-0.021314549180327862,-0.02515,0.1495,-0.1152
60,16,1970-01-01T07:00Z,0.2505788567493117,0.22635,0.8102,0.0804,-0.01848443526170799,-0.0218,0.1405,-0.1064
60,16,1970-01-01T08:00Z,0.23802247267759583,0.2189,0.6772,0.0801,-0.01821140710382516,-0.02155,0.1588,-0.1066
60,16,1970-01-01T09:00Z,0.22816520547945213,0.20850000000000002,0.6565,0.084,-0.019894315068493144,-0.023,0.1088,-0.0956
60,16,1970-01-01T10:00Z,0.22692739726027392,0.20795,0.6289,0.0864,-0.020101438356164368,-0.0223,0.1115,-0.1241
60,16,1970-01-01T11:00Z,0.24505479452054768,0.2265,0.7269,0.0901,-0.02169397260273973,-0.023850000000000003,0.2197,-0.1275
60,16,1970-01-01T12:00Z,0.2993949315068497,0.2874,0.7124,0.0822,-0.021411164383561658,-0.022850000000000002,0.129,-0.1109
60,16,1970-01-01T13:00Z,0.31528849315068486,0.3013,0.7073,0.1065,-0.020762739726027366,-0.0217,0.1439,-0.1233
60,16,1970-01-01T14:00Z,0.32371794520547953,0.30665,0.8785,0.1102,-0.020065000000000034,-0.021949999999999997,0.1627,-0.1175
60,16,1970-01-01T15:00Z,0.3176365753424651,0.2992,0.816,0.1343,-0.017809452054794533,-0.020749999999999998,0.1556,-0.1321
60,16,1970-01-01T16:00Z,0.3219536986301369,0.2979,1.0125,0.1292,-0.0185358904109589,-0.02095,0.1289,-0.1168
60,16,1970-01-01T17:00Z,0.3233378767123287,0.2949,0.9167,0.1225,-0.018394041095890375,-0.0209,0.1601,-0.1301
60,16,1970-01-01T18:00Z,0.32751458904109626,0.30115000000000003,1.0281,0.127,-0.019221643835616427,-0.0226,0.1383,-0.1216
60,16,1970-01-01T19:00Z,0.32539123287671273,0.29474999999999996,0.8819,0.1097,-0.019492260273972613,-0.021650000000000003,0.2017,-0.1329
60,16,1970-01-01T20:00Z,0.322352739726027,0.29035,1.0467,0.1146,-0.019231301369863032,-0.02275,0.1576,-0.1246
60,16,1970-01-01T21:00Z,0.3296827397260274,0.3063,1.0868,0.1157,-0.018498082191780833,-0.02495,0.1555,-0.1269
60,16,1970-01-01T22:00Z,0.35313499999999975,0.33095,1.1165,0.1261,-0.018000821917808236,-0.02355,0.175,-0.1218
60,16,1970-01-01T23:00Z,0.39049342465753395,0.36850000000000005,1.106,0.1325,-0.016343972602739735,-0.019450000000000002,0.1715,-0.1262
60,16,1970-01-02,0.40654575342465826,0.38485,1.0998,0.1404,-0.020976986301369873,-0.02715,0.1663,-0.1316
60,16,1970-01-02T01:00Z,0.41400335616438266,0.3923,1.122,0.1551,-0.019603904109589048,-0.0275,0.1673,-0.1346
60,16,1970-01-02T02:00Z,0.4087286986301375,0.38680000000000003,1.1818,0.1462,-0.018819520547945175,-0.0253,0.1732,-0.1349
60,16,1970-01-02T03:00Z,0.3771042465753427,0.35185,1.1453,0.1365,-0.01824123287671231,-0.0233,0.177,-0.115
60,16,1970-01-02T04:00Z,0.3368134246575337,0.30845,0.9502,0.1262,-0.022000136986301374,-0.026250000000000002,0.1539,-0.1432
60,17,1970-01-01T05:00Z,0.299075273972603,0.2619,1.1732,0.1142,0.0018232876712328744,-0.0073,0.2162,-0.0798
60,17,1970-01-01T06:00Z,0.2433577868852464,0.1972,0.9585,0.0938,0.0009338114754098327,-0.00915,0.1868,-0.0647
60,17,1970-01-01T07:00Z,0.22061157024793396,0.1728,0.9507,0.0828,0.0024889118457300284,-0.0069,0.2452,-0.0628
60,17,1970-01-01T08:00Z,0.20790587431693971,0.16094999999999998,0.7765,0.0763,0.002093852459016385,-0.0073,0.1694,-0.0555
60,17,1970-01-01T09:00Z,0.20468356164383514,0.16155,0.7021,0.0785,0.0016809589041095897,-0.007549999999999999,0.1666,-0.0593
60,17,1970-01-01T10:00Z,0.20762575342465725,0.16925,0.7256,0.0753,0.0019395890410958837,-0.0059,0.1928,-0.0535
60,17,1970-01-01T11:00Z,0.23359054794520515,0.19715,0.7386,0.0829,0.00506239726027396,-0.0013,0.19,-0.0609
60,17,1970-01-01T12:00Z,0.290893904109589,0.2711,0.89,0.107,0.0036878767123287638,-0.0033,0.1831,-0.0931
60,17,1970-01-01T13:00Z,0.3247221232876713,0.30155,0.9041,0.1213,0.0031006164383561574,-0.0026,0.3236,-0.0847
60,17,1970-01-01T14:00Z,0.3548017123287673,0.3292,0.9178,0.1512,0.003613972602739718,-0.0009,0.1546,-0.0857
60,17,1970-01-01T15:00Z,0.35534746227709213,0.3336,0.9989,0.1364,0.005662071330589852,0.0015,0.2066,-0.0862
60,17,1970-01-01T16:00Z,0.3589241758241761,0.3366,1.0698,0.1683,0.01035350274725274,0.00455,0.2444,-0.0944
60,17,1970-01-01T17:00Z,0.3609331730769226,0.3345,1.2864,0.1562,0.0157125,0.01025,0.2682,-0.0769
60,17,1970-01-01T18:00Z,0.3548211538461536,0.32655,1.1459,0.1365,0.013264148351648356,0.00655,0.258,-0.0725
60,17,1970-01-01T19:00Z,0.35252287087912076,0.32694999999999996,1.2635,0.1346,0.014955975274725284,0.0083,0.3208,-0.06
60,17,1970-01-01T20:00Z,0.3520467719780221,0.32099999999999995,1.2718,0.1563,0.015094642857142852,0.0078,0.3014,-0.0694
60,17,1970-01-01T21:00Z,0.3688485576923074,0.34,1.2088,0.1521,0.012683379120879112,0.00395,0.2716,-0.0825
60,17,1970-01-01T22:00Z,0.40784296499656814,0.3814,1.2717,0.19,0.008662731640356901,0.0014,0.2706,-0.0969
60,17,1970-01-01T23:00Z,0.44604760273972605,0.4129,1.1657,0.1773,0.01457363013698627,0.005,0.2514,-0.1016
60,17,1970-01-02,0.46486308219178124,0.4347,1.4703,0.1772,0.025396369863013614,0.01885,0.33,-0.0746
60,17,1970-01-02T01:00Z,0.47075157534246526,0.44715000000000005,1.3416,0.1685,0.025265068493150664,0.0189,0.3237,-0.0704
60,17,1970-01-02T02:00Z,0.46609506849315,0.4355,1.2352,0.1731,0.014754726027397252,0.0088,0.2563,-0.0807
60,17,1970-01-02T03:00Z,0.4413669178082197,0.40900000000000003,1.3485,0.166,0.0023999315068493187,-0.007949999999999999,0.2563,-0.1005
60,17,1970-01-02T04:00Z,0.37977054794520565,0.34355,1.409,0.1535,0.0031725342465753425,-0.0069,0.2487,-0.0852
60,18,1970-01-01T05:00Z,0.3126755479452051,0.2847,0.8153,0.1305,-0.01918102739726025,-0.02715,0.1486,-0.1214
60,18,1970-01-01T06:00Z,0.26428592896174885,0.23355,0.7393,0.1071,-0.02397336065573772,-0.0321,0.1533,-0.1266
60,18,1970-01-01T07:00Z,0.24532403581267195,0.21395,0.648,0.1032,-0.02583078512396688,-0.03435,0.2583,-0.1221
60,18,1970-01-01T08:00Z,0.2376348360655739,0.20845,0.6848,0.0914,-0.027236407103825088,-0.03425,0.1443,-0.1338
60,18,1970-01-01T09:00Z,0.23836171232876693,0.2147,0.6685,0.0909,-0.02683698630136991,-0.0339,0.1112,-0.124
60,18,1970-01-01T10:00Z,0.24430965753424622,0.2216,0.815,0.0842,-0.026513698630136976,-0.0336,0.1488,-0.1181
60,18,1970-01-01T11:00Z,0.2876393150684933,0.2704,0.683,0.1168,-0.022768013698630105,-0.0278,0.143,-0.1047
60,18,1970-01-01T12:00Z,0.351513561643836,0.33675,0.8009,0.1448,-0.015228767123287665,-0.019950000000000002,0.2435,-0.1282
60,18,1970-01-01T13:00Z,0.37213979452054835,0.3487,0.9609,0.1603,-0.00807061643835615,-0.0117,0.1149,-0.113
60,18,1970-01-01T14:00Z,0.3922327397260271,0.37960000000000005,0.9521,0.1441,0.0005552054794520598,-0.00405,0.1422,-0.1062
60,18,1970-01-01T15:00Z,0.3846370370370368,0.3624,1.0181,0.1617,-0.0009703703703703718,-0.0071,0.2254,-0.1161
60,18,1970-01-01T16:00Z,0.37640041208791253,0.3467,1.3853,0.1668,0.0009566620879120845,-0.00605,0.1988,-0.1181
60,18,1970-01-01T17:00Z,0.36819244505494547,0.3332,1.1308,0.1682,-0.003238736263736257,-0.00925,0.1497,-0.1088
60,18,1970-01-01T18:00Z,0.37115831043956055,0.33185,1.1878,0.1528,-0.006941758241758236,-0.0148,0.178,-0.0903
60,18,1970-01-01T19:00Z,0.3602661401098897,0.32155,1.0359,0.1363,-0.00816387362637363,-0.0176,0.1498,-0.1263
60,18,1970-01-01T20:00Z,0.3660814560439564,0.3343,1.0464,0.1577,-0.004551854395604392,-0.0124,0.192,-0.1124
60,18,1970-01-01T21:00Z,0.39236346153845975,0.3591,1.0647,0.157,-0.0041135989010988964,-0.0109,0.1914,-0.0962
60,18,1970-01-01T22:00Z,0.4412619766643787,0.4124,1.1164,0.1849,0.006439533287577229,0.0015,0.2442,-0.1
60,18,1970-01-01T23:00Z,0.48881356164383527,0.4664,1.1206,0.2038,0.02118506849315071,0.018349999999999998,0.2131,-0.0964
60,18,1970-01-02,0.5017551369863014,0.47765,1.2561,0.2475,0.0227926712328767,0.02055,0.217,-0.0961
60,18,1970-01-02T01:00Z,0.5149615753424654,0.48714999999999997,1.2055,0.2517,0.015536506849315068,0.0103,0.2986,-0.0895
60,18,1970-01-02T02:00Z,0.4868519178082195,0.4609,1.1954,0.2278,0.003354657534246575,-0.0013,0.1913,-0.0942
60,18,1970-01-02T03:00Z,0.41852020547945173,0.3929,0.9497,0.1778,-0.007865547945205472,-0.01515,0.1944,-0.1283
60,18,1970-01-02T04:00Z,0.36259657534246575,0.3337,0.9045,0.1634,-0.015559794520547973,-0.024149999999999998,0.2051,-0.1098
60,19,1970-01-01T05:00Z,0.344038493150685,0.3261,0.8103,0.1351,0.009177602739726027,-0.0008,0.1891,-0.0666
60,19,1970-01-01T06:00Z,0.2884534153005462,0.2717,0.7702,0.0988,0.005721994535519126,-0.005,0.1891,-0.0722
60,19,1970-01-01T07:00Z,0.2660154269972448,0.2467,0.7921,0.1028,0.004168939393939407,-0.0071,0.174,-0.0603
60,19,1970-01-01T08:00Z,0.2549041666666663,0.2417,0.6778,0.0927,0.0022549180327868885,-0.009049999999999999,0.1872,-0.0616
60,19,1970-01-01T09:00Z,0.2498071232876712,0.2338,0.6311,0.1028,0.0010495890410958891,-0.0091,0.1892,-0.0602
60,19,1970-01-01T10:00Z,0.25755958904109566,0.24665,0.7562,0.0978,0.00003726027397260624,-0.0105,0.1573,-0.0756
60,19,1970-01-01T11:00Z,0.2845041095890416,0.27190000000000003,0.7635,0.1017,-0.004516712328767114,-0.013,0.1572,-0.0952
60,19,1970-01-01T12:00Z,0.3574713698630137,0.34315,0.9053,0.1356,-0.0019539726027397245,-0.0079,0.1925,-0.0966
60,19,1970-01-01T13:00Z,0.4016320547945207,0.3798,1.0749,0.1585,0.008445342465753417,0.004,0.2129,-0.0818
60,19,1970-01-01T14:00Z,0.41721205479451984,0.4001,0.9084,0.1852,0.018273972602739705,0.0139,0.2048,-0.0905
