AGNo,timeOfDay,kWAvg,kWMedian,kWMax,kWMin
14,1970-01-01T13:15Z,0.21543095890410963,0.1526,0.7731,0.0744
14,1970-01-01T13:30Z,0.21543972602739747,0.1642,0.7361,0.0645
14,1970-01-01T13:45Z,0.21736410958904112,0.1646,0.905,0.071
14,1970-01-01T14:00Z,0.20869232876712335,0.1519,0.7869,0.0488
14,1970-01-01T14:15Z,0.2122216438356164,0.1556,0.6806,0.062
14,1970-01-01T14:30Z,0.21706958904109575,0.1633,0.6736,0.0587
14,1970-01-01T14:45Z,0.2162561643835618,0.1634,0.7589,0.0579
14,1970-01-01T15:00Z,0.22832109589041122,0.1736,0.719,0.0727
14,1970-01-01T15:15Z,0.23156712328767112,0.1881,0.7613,0.0522
14,1970-01-01T15:30Z,0.24307013698630126,0.2009,0.7076,0.0696
14,1970-01-01T15:45Z,0.23908356164383543,0.2002,0.7436,0.0563
14,1970-01-01T16:00Z,0.24164602739726013,0.202,0.7933,0.0769
14,1970-01-01T16:15Z,0.24896767123287686,0.2203,0.7828,0.073
14,1970-01-01T16:30Z,0.248691506849315,0.2184,0.6697,0.07
14,1970-01-01T16:45Z,0.2579545205479454,0.2214,0.7843,0.0674
14,1970-01-01T17:00Z,0.25924273972602735,0.2286,0.7993,0.0717
14,1970-01-01T17:15Z,0.2595235616438355,0.2342,0.6727,0.08
14,1970-01-01T17:30Z,0.2575690410958904,0.2281,0.6752,0.0718
14,1970-01-01T17:45Z,0.2629989041095889,0.2368,0.6931,0.0955
14,1970-01-01T18:00Z,0.26356630136986275,0.2329,0.6827,0.088
14,1970-01-01T18:15Z,0.27129342465753425,0.2471,0.7231,0.0993
14,1970-01-01T18:30Z,0.2658301369863013,0.2353,0.7591,0.0948
14,1970-01-01T18:45Z,0.26633671232876704,0.2374,0.7133,0.1107
14,1970-01-01T19:00Z,0.2671000000000001,0.2319,0.7669,0.074
14,1970-01-01T19:15Z,0.2674309589041095,0.2385,0.6645,0.1081
14,1970-01-01T19:30Z,0.26833928571428556,0.2396,0.8146,0.107
14,1970-01-01T19:45Z,0.26914340659340663,0.23585,0.9399,0.0838
14,1970-01-01T20:00Z,0.26515384615384613,0.2319,0.7614,0.102
14,1970-01-01T20:15Z,0.2614167582417583,0.22905,0.7406,0.0947
14,1970-01-01T20:30Z,0.2542357142857143,0.22425,0.717,0.1005
14,1970-01-01T20:45Z,0.2507714285714287,0.2223,0.7062,0.082
14,1970-01-01T21:00Z,0.2511857142857143,0.22075,0.8078,0.08
14,1970-01-01T21:15Z,0.25708021978022005,0.22799999999999998,0.7901,0.0948
14,1970-01-01T21:30Z,0.25723214285714296,0.23245,0.8038,0.0928
14,1970-01-01T21:45Z,0.25407472527472547,0.2248,0.8912,0.0848
14,1970-01-01T22:00Z,0.25922939560439556,0.2314,0.818,0.1017
14,1970-01-01T22:15Z,0.2560148351648352,0.2225,0.7973,0.0885
14,1970-01-01T22:30Z,0.24872252747252735,0.21685,0.8699,0.0892
14,1970-01-01T22:45Z,0.2517689560439561,0.22335,0.6967,0.0886
14,1970-01-01T23:00Z,0.24802692307692328,0.21434999999999998,0.7888,0.1021
14,1970-01-01T23:15Z,0.24451236263736262,0.21289999999999998,0.716,0.0822
14,1970-01-01T23:30Z,0.2487744505494503,0.20984999999999998,0.7936,0.0967
14,1970-01-01T23:45Z,0.24290796703296713,0.2101,0.9148,0.0875
14,1970-01-02,0.24690164835164838,0.2087,0.9145,0.0892
14,1970-01-02T00:15Z,0.2404010989010991,0.199,0.8016,0.1003
14,1970-01-02T00:30Z,0.24316593406593395,0.2079,0.8314,0.0939
14,1970-01-02T00:45Z,0.24735879120879106,0.2071,1.0683,0.089
14,1970-01-02T01:00Z,0.25672774725274705,0.2119,0.9948,0.0875
14,1970-01-02T01:15Z,0.2517662087912087,0.21105000000000002,0.8314,0.0989
14,1970-01-02T01:30Z,0.25017829670329694,0.21300000000000002,0.9035,0.0813
14,1970-01-02T01:45Z,0.253215934065934,0.22975,0.9273,0.0943
14,1970-01-02T02:00Z,0.25084093406593405,0.21439999999999998,1.1944,0.0978
14,1970-01-02T02:15Z,0.26138956043956024,0.22249999999999998,0.8686,0.0896
14,1970-01-02T02:30Z,0.26168818681318695,0.2251,0.9308,0.0935
14,1970-01-02T02:45Z,0.26904301369862993,0.2269,0.9031,0.1074
14,1970-01-02T03:00Z,0.28100109589041117,0.2452,0.9042,0.0971
14,1970-01-02T03:15Z,0.28935999999999995,0.2475,0.99,0.118
14,1970-01-02T03:30Z,0.2946112328767124,0.2569,1.0122,0.1102
14,1970-01-02T03:45Z,0.30218712328767144,0.2622,0.9373,0.1213
14,1970-01-02T04:00Z,0.30754904109589054,0.2631,0.9534,0.1208
14,1970-01-02T04:15Z,0.3105082191780821,0.2701,0.9458,0.1278
14,1970-01-02T04:30Z,0.3170665753424655,0.2729,0.9178,0.128
14,1970-01-02T04:45Z,0.3293323287671235,0.2848,0.9801,0.1453
14,1970-01-01T05:00Z,0.33085643835616446,0.2853,1.004,0.1408
14,1970-01-01T05:15Z,0.33634164383561654,0.2888,0.9674,0.1328
14,1970-01-01T05:30Z,0.34028054794520524,0.3035,0.9512,0.1362
14,1970-01-01T05:45Z,0.34010904109589046,0.2965,0.891,0.1329
14,1970-01-01T06:00Z,0.33754438356164373,0.2919,0.9031,0.1447
14,1970-01-01T06:15Z,0.34057479452054806,0.2988,0.8996,0.1275
14,1970-01-01T06:30Z,0.3400928767123288,0.2963,0.8632,0.1253
14,1970-01-01T06:45Z,0.33744520547945217,0.2986,0.945,0.1029
14,1970-01-01T07:00Z,0.3342424242424241,0.2954,0.9421,0.1004
14,1970-01-01T07:15Z,0.33262920110192834,0.2873,0.9596,0.1279
14,1970-01-01T07:30Z,0.33058732782369105,0.2849,0.9162,0.1216
14,1970-01-01T07:45Z,0.3261721763085398,0.2784,0.8881,0.1149
14,1970-01-01T08:00Z,0.3223089918256131,0.2785,1.0158,0.1167
14,1970-01-01T08:15Z,0.31767057220708433,0.2743,0.8958,0.1232
14,1970-01-01T08:30Z,0.31275504087193456,0.2653,0.9103,0.1176
14,1970-01-01T08:45Z,0.3040149863760218,0.2574,0.9478,0.093
14,1970-01-01T09:00Z,0.2996068493150683,0.2587,0.9103,0.0956
14,1970-01-01T09:15Z,0.29032630136986326,0.2388,0.8828,0.085
14,1970-01-01T09:30Z,0.2793104109589039,0.2269,0.9636,0.0953
14,1970-01-01T09:45Z,0.27109863013698626,0.2237,0.8616,0.0864
15,1970-01-01T10:00Z,0.2614219178082192,0.2248,0.8186,0.1225
15,1970-01-01T10:15Z,0.2517898630136987,0.2206,0.7432,0.1255
15,1970-01-01T10:30Z,0.2404654794520549,0.2103,0.74,0.116
15,1970-01-01T10:45Z,0.23531726027397237,0.1999,0.7481,0.1009
15,1970-01-01T11:00Z,0.23073315068493153,0.1924,0.7646,0.096
15,1970-01-01T11:15Z,0.22307561643835624,0.1885,0.7915,0.1059
15,1970-01-01T11:30Z,0.2205758904109592,0.1841,0.7742,0.0993
15,1970-01-01T11:45Z,0.21669068493150687,0.1803,0.6918,0.1123
15,1970-01-01T12:00Z,0.21420684931506853,0.18,0.7443,0.1049
15,1970-01-01T12:15Z,0.21039616438356154,0.1769,0.6884,0.0993
15,1970-01-01T12:30Z,0.20511178082191786,0.1732,0.6802,0.0899
15,1970-01-01T12:45Z,0.20597890410958916,0.1693,0.7026,0.0896
15,1970-01-01T13:00Z,0.20643698630136983,0.1718,0.6562,0.0918
15,1970-01-01T13:15Z,0.2029726027397261,0.1687,0.6208,0.0971
15,1970-01-01T13:30Z,0.20143150684931502,0.1645,0.6399,0.0973
15,1970-01-01T13:45Z,0.19538684931506853,0.1651,0.6089,0.0954
15,1970-01-01T14:00Z,0.19805643835616438,0.1633,0.6093,0.1
15,1970-01-01T14:15Z,0.19890767123287673,0.1679,0.5748,0.0999
15,1970-01-01T14:30Z,0.19787041095890404,0.1658,0.531,0.0947
15,1970-01-01T14:45Z,0.1994153424657534,0.1689,0.6575,0.0952
15,1970-01-01T15:00Z,0.2005139726027398,0.1683,0.5461,0.094
15,1970-01-01T15:15Z,0.2034049315068493,0.17,0.576,0.1005
15,1970-01-01T15:30Z,0.20645123287671252,0.1793,0.5816,0.0939
15,1970-01-01T15:45Z,0.21642054794520565,0.1908,0.5425,0.099
15,1970-01-01T16:00Z,0.21926109589041115,0.1907,0.5993,0.1004
15,1970-01-01T16:15Z,0.22557424657534256,0.1972,0.6591,0.0901
15,1970-01-01T16:30Z,0.24147205479452047,0.215,0.6829,0.1008
15,1970-01-01T16:45Z,0.2508726027397263,0.2285,0.5931,0.1024
15,1970-01-01T17:00Z,0.2586076712328767,0.2421,0.6397,0.1056
15,1970-01-01T17:15Z,0.26900767123287694,0.2458,0.6579,0.1154
15,1970-01-01T17:30Z,0.2790608219178083,0.2659,0.6239,0.1075
15,1970-01-01T17:45Z,0.2891876712328768,0.2821,0.5715,0.1238
15,1970-01-01T18:00Z,0.29510712328767136,0.2823,0.605,0.1258
15,1970-01-01T18:15Z,0.30035232876712326,0.2917,0.6255,0.13
15,1970-01-01T18:30Z,0.29277232876712334,0.2811,0.6558,0.1398
15,1970-01-01T18:45Z,0.3052353424657534,0.2881,0.7189,0.134
15,1970-01-01T19:00Z,0.30161013698630124,0.2846,0.7837,0.1241
15,1970-01-01T19:15Z,0.29690301369862987,0.2857,0.7834,0.1072
15,1970-01-01T19:30Z,0.2977376373626375,0.28465,0.8018,0.1187
15,1970-01-01T19:45Z,0.29401978021978037,0.2747,0.6764,0.1176
15,1970-01-01T20:00Z,0.29422472527472543,0.2806,0.7703,0.1313
15,1970-01-01T20:15Z,0.2844087912087913,0.2773,0.7242,0.1372
15,1970-01-01T20:30Z,0.2872623626373626,0.27385000000000004,0.6411,0.1351
15,1970-01-01T20:45Z,0.2837689560439562,0.26844999999999997,0.6432,0.1422
15,1970-01-01T21:00Z,0.29171291208791206,0.2789,0.6499,0.1277
15,1970-01-01T21:15Z,0.29025412087912067,0.27515,0.7428,0.1193
15,1970-01-01T21:30Z,0.28712802197802173,0.27005,0.7275,0.1372
15,1970-01-01T21:45Z,0.28867390109890106,0.2757,0.8641,0.1326
15,1970-01-01T22:00Z,0.2942000000000002,0.28045,0.7703,0.1242
15,1970-01-01T22:15Z,0.29162554945054936,0.26665,0.832,0.1078
15,1970-01-01T22:30Z,0.2942277472527472,0.27180000000000004,0.8369,0.117
15,1970-01-01T22:45Z,0.29056593406593395,0.27059999999999995,0.7008,0.1352
15,1970-01-01T23:00Z,0.29034780219780215,0.27265,0.8183,0.1398
15,1970-01-01T23:15Z,0.29434945054945066,0.275,0.8207,0.1212
15,1970-01-01T23:30Z,0.2925906593406591,0.27854999999999996,0.8195,0.1289
15,1970-01-01T23:45Z,0.2927192307692306,0.2734,0.8322,0.1174
15,1970-01-02,0.2932269230769227,0.27449999999999997,0.9067,0.1
15,1970-01-02T00:15Z,0.28813571428571433,0.2671,0.8009,0.1014
15,1970-01-02T00:30Z,0.2870412087912087,0.26975,0.822,0.115
15,1970-01-02T00:45Z,0.28720796703296686,0.26890000000000003,0.8558,0.1108
15,1970-01-02T01:00Z,0.28109560439560444,0.26644999999999996,0.7345,0.1211
15,1970-01-02T01:15Z,0.2793005494505492,0.26535,0.7833,0.1188
15,1970-01-02T01:30Z,0.2857760989010989,0.2649,0.6613,0.129
15,1970-01-02T01:45Z,0.2848093406593404,0.26595,0.7978,0.1292
15,1970-01-02T02:00Z,0.2898214285714285,0.26735,0.828,0.1378
15,1970-01-02T02:15Z,0.2946370879120879,0.2727,0.7398,0.1412
15,1970-01-02T02:30Z,0.2910521978021976,0.26635,0.8588,0.149
15,1970-01-02T02:45Z,0.30658986301369856,0.2833,1.0175,0.1528
15,1970-01-02T03:00Z,0.31677315068493145,0.2953,1.0426,0.1457
15,1970-01-02T03:15Z,0.3212884931506847,0.2987,0.8613,0.164
15,1970-01-02T03:30Z,0.33397561643835594,0.3086,0.9914,0.1644
15,1970-01-02T03:45Z,0.3382509589041098,0.3111,0.9007,0.1819
15,1970-01-02T04:00Z,0.34531753424657535,0.3221,0.9043,0.1827
15,1970-01-02T04:15Z,0.3541205479452053,0.3332,0.8902,0.1826
15,1970-01-02T04:30Z,0.3646709589041096,0.3443,0.9218,0.1713
15,1970-01-02T04:45Z,0.36663643835616444,0.3412,0.8423,0.1565
15,1970-01-01T05:00Z,0.37975205479452057,0.3537,0.8634,0.1905
15,1970-01-01T05:15Z,0.3860841095890416,0.3585,0.8728,0.1898
15,1970-01-01T05:30Z,0.39103726027397234,0.3689,0.8545,0.1739
15,1970-01-01T05:45Z,0.39722246575342474,0.3779,0.8394,0.1909
15,1970-01-01T06:00Z,0.3991608219178084,0.3801,1.002,0.2167
15,1970-01-01T06:15Z,0.3943197260273971,0.3641,1.0112,0.214
15,1970-01-01T06:30Z,0.39132082191780815,0.3613,0.9195,0.1782
15,1970-01-01T06:45Z,0.396300273972603,0.3749,0.9293,0.2094
15,1970-01-01T07:00Z,0.400241046831956,0.3788,1.1214,0.1923
15,1970-01-01T07:15Z,0.3923779614325072,0.3641,1.0344,0.1994
15,1970-01-01T07:30Z,0.3845176308539942,0.3508,0.9785,0.1947
15,1970-01-01T07:45Z,0.370686225895317,0.3382,0.9301,0.1904
15,1970-01-01T08:00Z,0.3684130790190734,0.3273,0.9088,0.1938
15,1970-01-01T08:15Z,0.35887547683923693,0.3182,0.9568,0.1969
15,1970-01-01T08:30Z,0.3460329700272478,0.311,0.8996,0.1756
15,1970-01-01T08:45Z,0.3390528610354224,0.3041,0.8372,0.17
15,1970-01-01T09:00Z,0.3222958904109589,0.2822,0.8104,0.1672
15,1970-01-01T09:15Z,0.3049597260273973,0.2705,0.8321,0.1171
15,1970-01-01T09:30Z,0.29023917808219163,0.2536,0.8932,0.1272
15,1970-01-01T09:45Z,0.27708246575342477,0.2398,0.7521,0.1361
16,1970-01-01T10:00Z,0.28456821917808206,0.2628,0.774,0.1288
16,1970-01-01T10:15Z,0.2748345205479454,0.2523,0.7613,0.13
16,1970-01-01T10:30Z,0.26873315068493153,0.2523,0.7768,0.1108
16,1970-01-01T10:45Z,0.26601561643835603,0.2454,0.7239,0.1166
16,1970-01-01T11:00Z,0.26508027397260303,0.2437,0.7516,0.1184
16,1970-01-01T11:15Z,0.2608378082191781,0.2344,0.8102,0.1031
16,1970-01-01T11:30Z,0.24867095890410945,0.2304,0.6448,0.1146
16,1970-01-01T11:45Z,0.24463972602739695,0.2255,0.6896,0.0804
16,1970-01-01T12:00Z,0.24535863013698628,0.2268,0.6772,0.1126
16,1970-01-01T12:15Z,0.24260849315068475,0.2244,0.6199,0.1032
16,1970-01-01T12:30Z,0.24160273972602755,0.2233,0.5634,0.1101
16,1970-01-01T12:45Z,0.23474136986301353,0.2138,0.6456,0.083
16,1970-01-01T13:00Z,0.2334482191780822,0.2197,0.6565,0.0971
16,1970-01-01T13:15Z,0.23146575342465744,0.2122,0.5655,0.0992
16,1970-01-01T13:30Z,0.22931095890410969,0.2117,0.6243,0.0801
16,1970-01-01T13:45Z,0.22932356164383563,0.2104,0.6296,0.1069
16,1970-01-01T14:00Z,0.22601561643835621,0.2043,0.6289,0.0868
16,1970-01-01T14:15Z,0.23026136986301363,0.2114,0.6186,0.084
16,1970-01-01T14:30Z,0.22847452054794534,0.2131,0.5898,0.099
16,1970-01-01T14:45Z,0.22385424657534236,0.2081,0.5697,0.1037
16,1970-01-01T15:00Z,0.22923863013698642,0.2108,0.6782,0.1006
16,1970-01-01T15:15Z,0.23107753424657534,0.2067,0.7269,0.1026
16,1970-01-01T15:30Z,0.24244000000000007,0.2196,0.638,0.0901
16,1970-01-01T15:45Z,0.2463279452054796,0.2282,0.6731,0.1038
16,1970-01-01T16:00Z,0.2736613698630137,0.2545,0.6955,0.099
16,1970-01-01T16:15Z,0.2738408219178082,0.2564,0.6217,0.1054
16,1970-01-01T16:30Z,0.2813684931506847,0.2649,0.6429,0.1154
16,1970-01-01T16:45Z,0.29245479452054796,0.2808,0.7124,0.1127
16,1970-01-01T17:00Z,0.3056789041095892,0.2929,0.7073,0.0884
16,1970-01-01T17:15Z,0.3105164383561642,0.304,0.6049,0.0822
16,1970-01-01T17:30Z,0.3127282191780822,0.3003,0.697,0.1187
16,1970-01-01T17:45Z,0.31268301369863,0.299,0.682,0.1127
16,1970-01-01T18:00Z,0.31405452054794547,0.2914,0.6806,0.1065
16,1970-01-01T18:15Z,0.3271687671232877,0.3132,0.6931,0.1074
16,1970-01-01T18:30Z,0.32862301369863006,0.3157,0.8785,0.1289
16,1970-01-01T18:45Z,0.32594794520547954,0.311,0.8166,0.1354
16,1970-01-01T19:00Z,0.3240564383561646,0.3077,0.816,0.1114
16,1970-01-01T19:15Z,0.3173306849315069,0.3034,0.7021,0.1102
16,1970-01-01T19:30Z,0.32156219178082224,0.3011,0.7643,0.135
16,1970-01-01T19:45Z,0.31611890410958915,0.2948,0.7645,0.1249
16,1970-01-01T20:00Z,0.3212043835616439,0.2984,0.991,0.1371
16,1970-01-01T20:15Z,0.3161073972602742,0.2977,0.9706,0.1343
16,1970-01-01T20:30Z,0.32294219178082195,0.3051,0.8833,0.1459
16,1970-01-01T20:45Z,0.3241791780821918,0.292,1.0125,0.1401
16,1970-01-01T21:00Z,0.32636273972602764,0.2985,0.7809,0.144
16,1970-01-01T21:15Z,0.3216254794520549,0.2994,0.8539,0.1383
16,1970-01-01T21:30Z,0.3235271232876713,0.2946,0.8288,0.1408
16,1970-01-01T21:45Z,0.3258794520547947,0.2994,0.9167,0.1292
16,1970-01-01T22:00Z,0.32080356164383567,0.2914,0.9035,0.1314
16,1970-01-01T22:15Z,0.32900136986301387,0.3042,0.9585,0.144
16,1970-01-01T22:30Z,0.3299882191780823,0.3014,0.9227,0.127
16,1970-01-01T22:45Z,0.3278336986301367,0.2967,1.0281,0.1225
16,1970-01-01T23:00Z,0.325681095890411,0.2976,0.8255,0.1309
16,1970-01-01T23:15Z,0.3297043835616439,0.3008,0.8819,0.1501
16,1970-01-01T23:30Z,0.32786657534246555,0.2961,0.8506,0.1097
16,1970-01-01T23:45Z,0.32138794520547936,0.291,0.8568,0.1374
16,1970-01-02,0.3218235616438355,0.2938,0.9661,0.1219
16,1970-01-02T00:15Z,0.3236139726027396,0.2926,0.8555,0.121
16,1970-01-02T00:30Z,0.32870712328767104,0.307,0.8984,0.1342
16,1970-01-02T00:45Z,0.3235912328767125,0.2964,0.8384,0.1295
16,1970-01-02T01:00Z,0.3201660273972605,0.2879,1.0467,0.1238
16,1970-01-02T01:15Z,0.3217027397260274,0.2933,0.9686,0.1146
16,1970-01-02T01:30Z,0.3298230136986301,0.3084,0.9924,0.149
16,1970-01-02T01:45Z,0.3267542465753423,0.3012,0.9387,0.1434
16,1970-01-02T02:00Z,0.32931561643835616,0.3075,0.9442,0.1366
16,1970-01-02T02:15Z,0.33244027397260284,0.3072,0.9284,0.1195
16,1970-01-02T02:30Z,0.34547808219178083,0.311,1.1165,0.1157
16,1970-01-02T02:45Z,0.34833780821917837,0.3226,1.0373,0.1175
16,1970-01-02T03:00Z,0.35965150684931496,0.3248,0.9927,0.1261
16,1970-01-02T03:15Z,0.37953671232876696,0.3464,1.0944,0.1492
16,1970-01-02T03:30Z,0.3841443835616434,0.3532,1.106,0.1408
16,1970-01-02T03:45Z,0.39113780821917815,0.3621,1.0549,0.1262
16,1970-01-02T04:00Z,0.399951780821918,0.3643,0.9345,0.1325
16,1970-01-02T04:15Z,0.39787232876712314,0.3775,0.9775,0.1434
16,1970-01-02T04:30Z,0.40741260273972596,0.394,0.8975,0.1553
16,1970-01-02T04:45Z,0.4134106849315068,0.3981,1.0998,0.1725
16,1970-01-01T05:00Z,0.4199638356164383,0.3934,1.0068,0.1644
16,1970-01-01T05:15Z,0.4102567123287669,0.3861,1.122,0.151
16,1970-01-01T05:30Z,0.4156375342465753,0.3954,0.9097,0.1626
16,1970-01-01T05:45Z,0.4144679452054792,0.3916,0.9577,0.1404
16,1970-01-01T06:00Z,0.4107989041095886,0.3823,1.1137,0.1745
16,1970-01-01T06:15Z,0.40941369863013677,0.3889,1.1818,0.1551
16,1970-01-01T06:30Z,0.41087698630136993,0.3896,1.0309,0.1544
16,1970-01-01T06:45Z,0.40530356164383524,0.3718,0.9791,0.1649
16,1970-01-01T07:00Z,0.4055564738292011,0.3883,1.0196,0.1462
16,1970-01-01T07:15Z,0.3981955922865015,0.3759,1.0999,0.1583
16,1970-01-01T07:30Z,0.39049173553718997,0.3686,1.1081,0.1642
16,1970-01-01T07:45Z,0.3787157024793387,0.3627,1.1453,0.1365
16,1970-01-01T08:00Z,0.36454931880109004,0.3399,0.9502,0.1472
16,1970-01-01T08:15Z,0.3506626702997274,0.3221,0.8689,0.1542
16,1970-01-01T08:30Z,0.346049863760218,0.3248,0.7774,0.1454
16,1970-01-01T08:45Z,0.33407847411444147,0.3136,0.8913,0.1315
16,1970-01-01T09:00Z,0.3304849315068493,0.3088,0.8064,0.1394
16,1970-01-01T09:15Z,0.31631561643835604,0.2906,0.791,0.1304
16,1970-01-01T09:30Z,0.3025402739726026,0.2731,0.8306,0.1097
16,1970-01-01T09:45Z,0.29514164383561653,0.2688,0.7849,0.1411
17,1970-01-01T10:00Z,0.28594,0.2565,0.9585,0.1171
17,1970-01-01T10:15Z,0.2688194520547945,0.2349,0.9575,0.1091
17,1970-01-01T10:30Z,0.25780986301369857,0.2238,0.9066,0.099
17,1970-01-01T10:45Z,0.24695068493150674,0.2116,0.9274,0.0987
17,1970-01-01T11:00Z,0.2376402739726028,0.1967,0.84,0.0874
17,1970-01-01T11:15Z,0.22944356164383584,0.1825,0.9092,0.085
17,1970-01-01T11:30Z,0.2236939726027398,0.1818,0.9507,0.0957
17,1970-01-01T11:45Z,0.21962082191780782,0.175,0.7321,0.0878
17,1970-01-01T12:00Z,0.21663315068493147,0.172,0.697,0.0891
17,1970-01-01T12:15Z,0.21262465753424667,0.1654,0.6499,0.0816
17,1970-01-01T12:30Z,0.20805397260273992,0.1674,0.7765,0.0851
17,1970-01-01T12:45Z,0.20642493150684924,0.1587,0.6669,0.0763
17,1970-01-01T13:00Z,0.20481369863013688,0.16,0.6476,0.0898
17,1970-01-01T13:15Z,0.20584438356164364,0.159,0.7021,0.0853
17,1970-01-01T13:30Z,0.20229424657534256,0.1593,0.6216,0.0785
17,1970-01-01T13:45Z,0.2047627397260274,0.1599,0.669,0.0886
17,1970-01-01T14:00Z,0.20276630136986326,0.1632,0.6475,0.0902
17,1970-01-01T14:15Z,0.20813506849315053,0.1719,0.7013,0.0958
17,1970-01-01T14:30Z,0.2026353424657537,0.1651,0.7256,0.0861
17,1970-01-01T14:45Z,0.20706301369863012,0.1664,0.6662,0.0933
17,1970-01-01T15:00Z,0.20756520547945193,0.1677,0.6571,0.0829
17,1970-01-01T15:15Z,0.21445041095890427,0.1778,0.633,0.0753
17,1970-01-01T15:30Z,0.22846082191780834,0.1846,0.7354,0.0932
17,1970-01-01T15:45Z,0.23661726027397284,0.196,0.7386,0.0837
17,1970-01-01T16:00Z,0.24641150684931495,0.202,0.7793,0.1049
17,1970-01-01T16:15Z,0.257764109589041,0.2244,0.7468,0.0927
17,1970-01-01T16:30Z,0.2698794520547948,0.2474,0.8395,0.1063
17,1970-01-01T16:45Z,0.2916509589041095,0.2715,0.89,0.1233
17,1970-01-01T17:00Z,0.2975465753424657,0.2721,0.7741,0.1293
17,1970-01-01T17:15Z,0.3028931506849315,0.2811,0.8,0.1157
17,1970-01-01T17:30Z,0.32126356164383557,0.2944,0.9041,0.1103
17,1970-01-01T17:45Z,0.33327890410958905,0.3177,0.8495,0.147
17,1970-01-01T18:00Z,0.33648383561643813,0.3131,0.8085,0.1213
17,1970-01-01T18:15Z,0.33642109589041086,0.3161,0.8194,0.1517
17,1970-01-01T18:30Z,0.34862000000000015,0.3292,0.9178,0.1213
17,1970-01-01T18:45Z,0.3508558904109588,0.3282,0.7709,0.1637
17,1970-01-01T19:00Z,0.3494558904109588,0.3235,0.7985,0.1512
17,1970-01-01T19:15Z,0.35707287671232896,0.3333,0.9989,0.1585
17,1970-01-01T19:30Z,0.36427609890109913,0.3402,0.8799,0.1837
17,1970-01-01T19:45Z,0.35876318681318703,0.33940000000000003,0.9015,0.1364
17,1970-01-01T20:00Z,0.35743571428571425,0.3371,0.9702,0.1615
17,1970-01-01T20:15Z,0.3588923076923076,0.33615,1.0534,0.1924
17,1970-01-01T20:30Z,0.3593728021978021,0.34075,0.9378,0.1563
17,1970-01-01T20:45Z,0.3564975274725272,0.3322,1.0698,0.1842
17,1970-01-01T21:00Z,0.357914835164835,0.33075,1.2864,0.1683
17,1970-01-01T21:15Z,0.3622623626373625,0.33804999999999996,1.1905,0.1836
17,1970-01-01T21:30Z,0.3616552197802198,0.3398,1.0426,0.1785
17,1970-01-01T21:45Z,0.35701868131868164,0.3311,0.9165,0.1562
17,1970-01-01T22:00Z,0.3595249999999998,0.33185,0.9099,0.1617
17,1970-01-01T22:15Z,0.3576445054945058,0.3329,1.1459,0.1448
17,1970-01-01T22:30Z,0.361382142857143,0.32985,0.9593,0.1365
17,1970-01-01T22:45Z,0.3512554945054945,0.31620000000000004,1.0828,0.141
17,1970-01-01T23:00Z,0.3503807692307692,0.3266,1.0274,0.1346
17,1970-01-01T23:15Z,0.3582750000000001,0.33625,1.1303,0.1424
17,1970-01-01T23:30Z,0.3545684065934065,0.32225000000000004,1.1068,0.17
17,1970-01-01T23:45Z,0.3536233516483518,0.32299999999999995,1.2635,0.1349
17,1970-01-02,0.35149203296703274,0.31994999999999996,1.1426,0.1534
17,1970-01-02T00:15Z,0.35276978021978006,0.32875,1.2556,0.1553
17,1970-01-02T00:30Z,0.35016758241758245,0.32230000000000003,1.2718,0.1492
17,1970-01-02T00:45Z,0.3492096153846154,0.31505,1.2661,0.1563
17,1970-01-02T01:00Z,0.356256868131868,0.32330000000000003,1.2088,0.1521
17,1970-01-02T01:15Z,0.35884862637362647,0.33065,1.151,0.1611
17,1970-01-02T01:30Z,0.3634777472527472,0.332,1.0007,0.1562
17,1970-01-02T01:45Z,0.36057939560439545,0.3263,1.0299,0.1988
17,1970-01-02T02:00Z,0.37649505494505475,0.3463,1.2581,0.182
17,1970-01-02T02:15Z,0.37719945054945064,0.34755,1.2717,0.1752
17,1970-01-02T02:30Z,0.3889782967032967,0.35935,1.2063,0.1977
17,1970-01-02T02:45Z,0.40043150684931544,0.3747,1.0377,0.1993
17,1970-01-02T03:00Z,0.41185260273972585,0.3809,1.0984,0.1952
17,1970-01-02T03:15Z,0.41958684931506857,0.3858,1.1109,0.1773
17,1970-01-02T03:30Z,0.4404443835616438,0.4102,1.1657,0.2053
17,1970-01-02T03:45Z,0.4520750684931505,0.4189,1.0904,0.1945
17,1970-01-02T04:00Z,0.46162219178082203,0.4248,1.1795,0.2197
17,1970-01-02T04:15Z,0.46083999999999997,0.4252,1.2116,0.1974
17,1970-01-02T04:30Z,0.4696750684931506,0.4373,1.3084,0.1966
17,1970-01-02T04:45Z,0.4710161643835619,0.4375,1.4703,0.2133
17,1970-01-01T05:00Z,0.473720273972603,0.4538,1.3416,0.2058
17,1970-01-01T05:15Z,0.47079643835616464,0.4491,1.3058,0.1772
17,1970-01-01T05:30Z,0.4702567123287667,0.4464,1.2299,0.178
17,1970-01-01T05:45Z,0.4692564383561643,0.4516,1.3199,0.1853
17,1970-01-01T06:00Z,0.4726457534246573,0.443,1.2352,0.1685
17,1970-01-01T06:15Z,0.4747882191780822,0.4455,1.1497,0.185
17,1970-01-01T06:30Z,0.4753865753424656,0.4474,1.2014,0.1827
17,1970-01-01T06:45Z,0.46746575342465746,0.4364,1.1821,0.1909
