resolution,AGNo,timeOfDay,kWAvg,kWMedian,kWMin,kWMax,kVARAvg,kVARMedian,kVARMin,kVARMax
15,7,1970-01-01T16:15Z,0.16862747252747232,0.1547,0.0651,0.4507,0.02080576923076924,0.0168,-0.0417,0.1486
15,7,1970-01-01T16:30Z,0.17002582417582415,0.1511,0.0611,0.5054,0.02010467032967031,0.016,-0.0585,0.1319
15,7,1970-01-01T16:45Z,0.16729148351648343,0.1503,0.0595,0.4756,0.020927472527472544,0.0168,-0.0615,0.1464
15,7,1970-01-01T17:00Z,0.16698104395604393,0.1538,0.0481,0.4963,0.023220879120879133,0.0197,-0.031,0.1566
15,7,1970-01-01T17:15Z,0.16339615384615377,0.14945,0.0479,0.4653,0.022035989010989014,0.01885,-0.0503,0.1481
15,7,1970-01-01T17:30Z,0.164753021978022,0.14629999999999999,0.0601,0.5039,0.02184807692307694,0.0187,-0.066,0.1573
15,7,1970-01-01T17:45Z,0.16727994505494512,0.15335,0.0609,0.4664,0.02308104395604395,0.02055,-0.0342,0.157
15,7,1970-01-01T18:00Z,0.1667008241758242,0.1507,0.0517,0.4978,0.023221703296703283,0.0209,-0.0445,0.1479
15,7,1970-01-01T18:15Z,0.1676568681318681,0.1547,0.0616,0.4544,0.023895054945054946,0.02065,-0.0426,0.1274
15,7,1970-01-01T18:30Z,0.16406593406593414,0.14845,0.0614,0.4672,0.023300824175824176,0.022350000000000002,-0.0408,0.1436
15,7,1970-01-01T18:45Z,0.16607747252747246,0.14884999999999998,0.0602,0.4166,0.024061813186813212,0.01965,-0.05,0.1475
15,7,1970-01-01T19:00Z,0.1631453296703296,0.14734999999999998,0.0604,0.4916,0.021278296703296708,0.0186,-0.0365,0.1643
15,7,1970-01-01T19:15Z,0.16028351648351666,0.15115,0.0652,0.4402,0.020674725274725275,0.0175,-0.0467,0.1751
15,7,1970-01-01T19:30Z,0.15719972527472525,0.1438,0.0611,0.4766,0.01968818681318681,0.018000000000000002,-0.0687,0.1524
15,7,1970-01-01T19:45Z,0.15808489010989016,0.1465,0.0494,0.5961,0.01968434065934066,0.016550000000000002,-0.0389,0.1558
15,7,1970-01-01T20:00Z,0.15829560439560444,0.1404,0.0515,0.6246,0.01994560439560439,0.0154,-0.0446,0.1805
15,7,1970-01-01T20:15Z,0.15570631868131882,0.13929999999999998,0.061,0.595,0.018990109890109897,0.01465,-0.0409,0.1833
15,7,1970-01-01T20:30Z,0.15192747252747252,0.13535,0.0583,0.5775,0.0186151098901099,0.0144,-0.0468,0.1697
15,7,1970-01-01T20:45Z,0.1541653846153847,0.13705,0.0547,0.6259,0.02218104395604396,0.0175,-0.0292,0.1639
15,7,1970-01-01T21:00Z,0.1564153846153848,0.14215,0.05,0.5838,0.019414560439560444,0.01525,-0.0543,0.1463
15,7,1970-01-01T21:15Z,0.15652500000000003,0.14055,0.0683,0.536,0.020466483516483506,0.0161,-0.041,0.159
15,7,1970-01-01T21:30Z,0.15919065934065943,0.1412,0.0614,0.583,0.02206318681318681,0.0159,-0.0326,0.1751
15,7,1970-01-01T21:45Z,0.160271978021978,0.15084999999999998,0.0442,0.4893,0.02238873626373627,0.0174,-0.0264,0.1461
15,7,1970-01-01T22:00Z,0.16119065934065926,0.14789999999999998,0.0621,0.656,0.02159560439560439,0.0173,-0.0399,0.1549
15,7,1970-01-01T22:15Z,0.1658865384615385,0.1519,0.0474,0.5567,0.02362527472527472,0.0203,-0.0384,0.2225
15,7,1970-01-01T22:30Z,0.17102884615384614,0.15615,0.0404,0.5916,0.02431263736263735,0.0191,-0.0327,0.1628
15,7,1970-01-01T22:45Z,0.17575342465753407,0.1623,0.0593,0.636,0.02726712328767122,0.0216,-0.0405,0.1564
15,7,1970-01-01T23:00Z,0.17597972602739728,0.1604,0.0666,0.528,0.025841643835616414,0.0209,-0.036,0.1507
15,7,1970-01-01T23:15Z,0.17944794520547944,0.1631,0.0688,0.4635,0.02857369863013698,0.0236,-0.0367,0.1561
15,7,1970-01-01T23:30Z,0.18226027397260283,0.1647,0.0662,0.5004,0.029437808219178095,0.0243,-0.0303,0.1343
15,7,1970-01-01T23:45Z,0.186271506849315,0.1731,0.0661,0.5513,0.031000547945205483,0.0287,-0.0416,0.1648
15,7,1970-01-02,0.19042575342465745,0.1728,0.0766,0.5362,0.03325013698630136,0.0286,-0.0378,0.1797
15,7,1970-01-02T00:15Z,0.19817424657534252,0.1766,0.0755,0.6021,0.03412520547945206,0.0292,-0.0573,0.1859
15,7,1970-01-02T00:30Z,0.19865506849315062,0.1815,0.0639,0.5784,0.03511643835616441,0.0305,-0.0371,0.1676
15,7,1970-01-02T00:45Z,0.20211726027397278,0.1873,0.0615,0.5273,0.03591342465753425,0.0335,-0.0361,0.1515
15,7,1970-01-02T01:00Z,0.20477315068493138,0.1926,0.0644,0.685,0.03554904109589036,0.0338,-0.0324,0.1948
15,7,1970-01-02T01:15Z,0.20747150684931492,0.1938,0.0792,0.6818,0.03661205479452054,0.0321,-0.0351,0.1745
15,7,1970-01-02T01:30Z,0.2114531506849316,0.1994,0.0828,0.6877,0.036788767123287665,0.0326,-0.0506,0.1558
15,7,1970-01-02T01:45Z,0.21236630136986306,0.2013,0.079,0.6292,0.036692328767123285,0.031,-0.0527,0.1977
15,7,1970-01-02T02:00Z,0.21308958904109604,0.1992,0.085,0.7175,0.03688383561643832,0.0309,-0.021,0.2266
15,7,1970-01-02T02:15Z,0.21580027397260299,0.2023,0.077,0.6985,0.03583534246575342,0.0318,-0.0289,0.1935
15,7,1970-01-02T02:30Z,0.21794602739726027,0.2004,0.0908,0.6667,0.03499369863013696,0.0301,-0.0409,0.145
15,7,1970-01-02T02:45Z,0.21504246575342453,0.1977,0.0865,0.6461,0.03490027397260272,0.0298,-0.0312,0.1688
15,7,1970-01-02T03:00Z,0.21320328767123306,0.1908,0.0857,0.6538,0.03594904109589039,0.0304,-0.027,0.1392
15,7,1970-01-02T03:15Z,0.20690684931506842,0.1843,0.0781,0.5335,0.035411780821917774,0.0297,-0.0273,0.1599
15,7,1970-01-02T03:30Z,0.2088635616438357,0.1893,0.0785,0.5353,0.03351780821917809,0.0263,-0.0333,0.1493
15,7,1970-01-02T03:45Z,0.2122553424657536,0.1914,0.06,0.5912,0.03465315068493155,0.0303,-0.0415,0.1323
15,7,1970-01-02T04:00Z,0.20854986301369874,0.1894,0.0653,0.6146,0.034706849315068504,0.03,-0.0567,0.1476
15,7,1970-01-02T04:15Z,0.2073052054794521,0.1763,0.0572,0.5768,0.03314794520547943,0.0272,-0.0418,0.1759
15,7,1970-01-02T04:30Z,0.20461315068493152,0.1814,0.056,0.5264,0.03007561643835617,0.0251,-0.0631,0.1535
15,7,1970-01-02T04:45Z,0.197725205479452,0.1718,0.0565,0.5114,0.03031999999999998,0.0233,-0.0608,0.163
15,8,1970-01-01T05:00Z,0.22688136986301352,0.2062,0.0817,0.5785,0.028528767123287647,0.0187,-0.0602,0.2347
15,8,1970-01-01T05:15Z,0.21774493150684915,0.1999,0.082,0.5709,0.02783013698630136,0.0156,-0.0654,0.225
15,8,1970-01-01T05:30Z,0.2041816438356165,0.1899,0.0863,0.6174,0.025492876712328753,0.0146,-0.046,0.2303
15,8,1970-01-01T05:45Z,0.19401616438356167,0.1796,0.0802,0.5822,0.02530219178082192,0.0152,-0.0504,0.2337
15,8,1970-01-01T06:00Z,0.18466639344262303,0.16275,0.0749,0.518,0.02340109289617487,0.012050000000000002,-0.0491,0.2075
15,8,1970-01-01T06:15Z,0.17774398907103817,0.15885,0.0734,0.5414,0.021296174863387977,0.01255,-0.0662,0.2181
15,8,1970-01-01T06:30Z,0.1677245901639345,0.14725,0.0515,0.5714,0.020674043715847003,0.0113,-0.0443,0.2474
15,8,1970-01-01T06:45Z,0.16265819672131143,0.1405,0.0676,0.5761,0.017663387978142077,0.0068000000000000005,-0.0394,0.2206
15,8,1970-01-01T07:00Z,0.1566305785123967,0.1298,0.0579,0.5368,0.018459779614325066,0.0067,-0.0404,0.2024
15,8,1970-01-01T07:15Z,0.1513451790633609,0.1298,0.0628,0.4962,0.018773278236914596,0.0095,-0.0562,0.2094
15,8,1970-01-01T07:30Z,0.14955371900826453,0.1233,0.0587,0.4741,0.018113774104683206,0.0087,-0.0517,0.2271
15,8,1970-01-01T07:45Z,0.1481617079889806,0.1265,0.0538,0.5271,0.019526721763085404,0.0095,-0.0438,0.1914
15,8,1970-01-01T08:00Z,0.14458114754098347,0.12290000000000001,0.0557,0.5315,0.0157964480874317,0.00555,-0.0448,0.1938
15,8,1970-01-01T08:15Z,0.14376721311475418,0.118,0.0548,0.5162,0.01591338797814207,0.0072,-0.0632,0.2099
15,8,1970-01-01T08:30Z,0.14216666666666666,0.11455,0.0534,0.5174,0.015462841530054637,0.00605,-0.0396,0.2104
15,8,1970-01-01T08:45Z,0.14184972677595614,0.1176,0.0564,0.5239,0.016497814207650265,0.0071,-0.041,0.1998
15,8,1970-01-01T09:00Z,0.14101945205479455,0.1171,0.0573,0.5181,0.0165931506849315,0.0079,-0.0548,0.2274
15,8,1970-01-01T09:15Z,0.13807013698630144,0.1143,0.051,0.5283,0.015619999999999997,0.0067,-0.0424,0.1908
15,8,1970-01-01T09:30Z,0.13704328767123283,0.1116,0.0457,0.5211,0.015640000000000025,0.0062,-0.0415,0.1905
15,8,1970-01-01T09:45Z,0.1379556164383562,0.1141,0.0557,0.5314,0.014732328767123288,0.0058,-0.0441,0.2081
15,8,1970-01-01T10:00Z,0.13746493150684924,0.1151,0.0584,0.4476,0.015001917808219176,0.0053,-0.043,0.1786
15,8,1970-01-01T10:15Z,0.13680410958904102,0.1155,0.0481,0.5403,0.015133150684931512,0.0056,-0.0554,0.2137
15,8,1970-01-01T10:30Z,0.13752849315068494,0.1143,0.0528,0.4889,0.01570082191780821,0.008,-0.0414,0.1835
15,8,1970-01-01T10:45Z,0.1363953424657534,0.1135,0.0511,0.5373,0.015631506849315073,0.0076,-0.0443,0.2014
15,8,1970-01-01T11:00Z,0.13771561643835623,0.1131,0.0436,0.5235,0.015910684931506845,0.0077,-0.0436,0.2183
15,8,1970-01-01T11:15Z,0.13716575342465745,0.1136,0.0425,0.4576,0.016048219178082204,0.0079,-0.0451,0.1784
15,8,1970-01-01T11:30Z,0.1344709589041096,0.1113,0.0518,0.5426,0.014371780821917814,0.0056,-0.0381,0.2065
15,8,1970-01-01T11:45Z,0.1385978082191781,0.1194,0.0458,0.4834,0.015456986301369838,0.0066,-0.0408,0.1674
15,8,1970-01-01T12:00Z,0.19652657534246581,0.1857,0.0647,0.5422,0.01589945205479451,0.0072,-0.0466,0.1799
15,8,1970-01-01T12:15Z,0.15069561643835608,0.1302,0.049,0.4869,0.013868219178082189,0.0077,-0.0644,0.2066
15,8,1970-01-01T12:30Z,0.14499369863013709,0.1274,0.0468,0.5113,0.012685753424657532,0.0055,-0.0496,0.1969
15,8,1970-01-01T12:45Z,0.15269095890410955,0.1335,0.0535,0.5158,0.01389671232876712,0.0053,-0.0426,0.1939
15,8,1970-01-01T13:00Z,0.16168301369863022,0.1454,0.0549,0.5277,0.015368767123287679,0.0091,-0.0555,0.2568
15,8,1970-01-01T13:15Z,0.1621169863013699,0.1478,0.0482,0.5625,0.017509863013698643,0.0108,-0.0562,0.164
15,8,1970-01-01T13:30Z,0.1681301369863015,0.1506,0.0578,0.4727,0.019413698630136988,0.0128,-0.0538,0.1641
15,8,1970-01-01T13:45Z,0.1681961643835616,0.1552,0.0618,0.4507,0.01920575342465754,0.0128,-0.045,0.1844
15,8,1970-01-01T14:00Z,0.17104876712328762,0.1586,0.0724,0.4685,0.018098356164383576,0.0106,-0.0661,0.1825
15,8,1970-01-01T14:15Z,0.16954657534246592,0.154,0.0571,0.4846,0.018987397260273976,0.0104,-0.038,0.176
15,8,1970-01-01T14:30Z,0.17314575342465754,0.1589,0.0723,0.5697,0.017393972602739723,0.0109,-0.0633,0.1856
15,8,1970-01-01T14:45Z,0.1742331506849315,0.1596,0.0524,0.4882,0.015937808219178062,0.0077,-0.0497,0.1947
15,8,1970-01-01T15:00Z,0.17027808219178084,0.1532,0.0417,0.491,0.01609287671232877,0.0094,-0.0582,0.179
15,8,1970-01-01T15:15Z,0.16670383561643842,0.151,0.0611,0.4818,0.015814246575342476,0.0102,-0.0466,0.2145
15,8,1970-01-01T15:30Z,0.16379807692307702,0.1464,0.0656,0.5619,0.015833241758241752,0.0083,-0.046,0.198
15,8,1970-01-01T15:45Z,0.1662480769230769,0.15555,0.0626,0.4098,0.0168769230769231,0.0089,-0.0607,0.1971
15,8,1970-01-01T16:00Z,0.165098076923077,0.15105000000000002,0.0677,0.4398,0.017721428571428565,0.0125,-0.0684,0.2175
15,8,1970-01-01T16:15Z,0.16420961538461545,0.15,0.0602,0.4953,0.01811620879120879,0.01085,-0.0581,0.1927
15,8,1970-01-01T16:30Z,0.16598681318681313,0.1502,0.0627,0.465,0.0174978021978022,0.0097,-0.0393,0.165
15,8,1970-01-01T16:45Z,0.1666859890109891,0.1496,0.0697,0.4203,0.018345054945054947,0.011949999999999999,-0.0548,0.1778
15,8,1970-01-01T17:00Z,0.16395989010989015,0.14750000000000002,0.0608,0.4504,0.019109615384615388,0.01235,-0.0664,0.1753
15,8,1970-01-01T17:15Z,0.16326126373626376,0.1473,0.0708,0.4278,0.0201543956043956,0.0137,-0.0385,0.1811
15,8,1970-01-01T17:30Z,0.16727747252747255,0.15065,0.073,0.4597,0.018699175824175837,0.011,-0.0619,0.1746
15,8,1970-01-01T17:45Z,0.16441978021978015,0.1464,0.061,0.4411,0.017110714285714285,0.0111,-0.0686,0.2007
15,8,1970-01-01T18:00Z,0.16934010989011,0.14934999999999998,0.0713,0.45,0.01928928571428572,0.0116,-0.0411,0.1776
15,8,1970-01-01T18:15Z,0.1770148351648352,0.16549999999999998,0.0697,0.466,0.02057857142857143,0.0146,-0.0465,0.1711
15,8,1970-01-01T18:30Z,0.16923571428571427,0.1496,0.0659,0.4965,0.018977747252747246,0.0112,-0.0888,0.1941
15,8,1970-01-01T18:45Z,0.1654065934065934,0.14889999999999998,0.0615,0.4672,0.018435714285714295,0.0113,-0.0467,0.176
15,8,1970-01-01T19:00Z,0.16635027472527478,0.1478,0.067,0.5081,0.01991483516483516,0.0127,-0.056,0.1843
15,8,1970-01-01T19:15Z,0.1630840659340659,0.1407,0.0608,0.4375,0.017752472527472536,0.011,-0.0714,0.1819
15,8,1970-01-01T19:30Z,0.16398461538461523,0.1446,0.0687,0.4729,0.0208728021978022,0.0141,-0.0527,0.1822
15,8,1970-01-01T19:45Z,0.1638590659340659,0.14325,0.0499,0.491,0.01873269230769231,0.01175,-0.0586,0.2069
15,8,1970-01-01T20:00Z,0.16212554945054944,0.147,0.0626,0.4757,0.019280494505494513,0.01075,-0.052,0.1925
15,8,1970-01-01T20:15Z,0.16047857142857144,0.1456,0.0554,0.4327,0.01948021978021978,0.0123,-0.0414,0.1746
15,8,1970-01-01T20:30Z,0.1603335164835164,0.14515,0.0661,0.4373,0.01823653846153846,0.011550000000000001,-0.0628,0.1842
15,8,1970-01-01T20:45Z,0.16448461538461537,0.14545,0.061,0.5998,0.01939670329670329,0.01105,-0.0405,0.1878
15,8,1970-01-01T21:00Z,0.16347582417582415,0.1456,0.0523,0.4873,0.01666895604395604,0.00845,-0.0567,0.2001
15,8,1970-01-01T21:15Z,0.16549093406593413,0.14755000000000001,0.0588,0.5243,0.01829642857142856,0.0107,-0.0328,0.2081
15,8,1970-01-01T21:30Z,0.16605412087912091,0.1524,0.0476,0.4914,0.017650824175824177,0.00935,-0.0451,0.1893
15,8,1970-01-01T21:45Z,0.1715247252747253,0.15625,0.0697,0.4818,0.020062637362637355,0.01435,-0.0475,0.1877
15,8,1970-01-01T22:00Z,0.17413131868131873,0.16005,0.0599,0.4744,0.019503846153846146,0.0126,-0.0439,0.172
15,8,1970-01-01T22:15Z,0.1757837912087912,0.1614,0.0605,0.4343,0.020034615384615387,0.0156,-0.0502,0.1732
15,8,1970-01-01T22:30Z,0.18247307692307702,0.16675,0.0706,0.4418,0.019761813186813193,0.01315,-0.046,0.1785
15,8,1970-01-01T22:45Z,0.18325095890410964,0.1645,0.0497,0.4746,0.020765753424657522,0.0147,-0.0527,0.1938
15,8,1970-01-01T23:00Z,0.18887835616438353,0.1781,0.0701,0.5022,0.021933150684931506,0.0168,-0.0587,0.1934
15,8,1970-01-01T23:15Z,0.18874027397260268,0.1771,0.0732,0.5101,0.022208767123287683,0.0153,-0.0508,0.1837
15,8,1970-01-01T23:30Z,0.19450602739726025,0.1815,0.0696,0.4777,0.023881917808219185,0.0156,-0.0474,0.185
15,8,1970-01-01T23:45Z,0.1955386301369862,0.1877,0.0684,0.5036,0.026219178082191787,0.0177,-0.051,0.1794
15,8,1970-01-02,0.20508301369863005,0.1872,0.0867,0.4651,0.03000027397260274,0.0218,-0.0354,0.1979
15,8,1970-01-02T00:15Z,0.21064027397260282,0.198,0.0847,0.497,0.03142986301369863,0.023,-0.0527,0.2041
15,8,1970-01-02T00:30Z,0.21319260273972593,0.1979,0.0783,0.5528,0.030636164383561645,0.0243,-0.0377,0.1989
15,8,1970-01-02T00:45Z,0.2190879452054794,0.2025,0.0743,0.567,0.03197972602739725,0.0229,-0.0787,0.2099
15,8,1970-01-02T01:00Z,0.22897753424657533,0.2132,0.0803,0.5744,0.03432356164383559,0.0255,-0.0485,0.2168
15,8,1970-01-02T01:15Z,0.23095643835616456,0.2139,0.0754,0.577,0.03102931506849315,0.0232,-0.0708,0.2114
15,8,1970-01-02T01:30Z,0.23544684931506862,0.2206,0.0872,0.6159,0.03009205479452054,0.0209,-0.056,0.2171
15,8,1970-01-02T01:45Z,0.23834821917808227,0.2228,0.0795,0.5909,0.028256986301369844,0.0195,-0.0464,0.2026
15,8,1970-01-02T02:00Z,0.24375342465753416,0.2229,0.092,0.605,0.028179178082191784,0.0188,-0.0448,0.1907
15,8,1970-01-02T02:15Z,0.24849260273972637,0.2273,0.0781,0.6689,0.026903561643835585,0.0171,-0.0623,0.2183
15,8,1970-01-02T02:30Z,0.24930356164383555,0.229,0.1122,0.7167,0.026434246575342477,0.0165,-0.0587,0.2325
15,8,1970-01-02T02:45Z,0.24785068493150697,0.2302,0.0768,0.6448,0.02435369863013696,0.0143,-0.0625,0.213
15,8,1970-01-02T03:00Z,0.2497369863013699,0.2341,0.0791,0.5857,0.025152054794520554,0.015,-0.0508,0.2126
15,8,1970-01-02T03:15Z,0.2501901369863015,0.2371,0.1024,0.5733,0.025220547945205497,0.0155,-0.0603,0.1895
15,8,1970-01-02T03:30Z,0.2524693150684934,0.2351,0.0911,0.5508,0.027821369863013704,0.0196,-0.054,0.1991
15,8,1970-01-02T03:45Z,0.24892904109589056,0.2365,0.0923,0.6038,0.02671068493150684,0.0177,-0.0569,0.2065
15,8,1970-01-02T04:00Z,0.24951260273972617,0.2369,0.1019,0.6127,0.027304383561643827,0.0194,-0.0456,0.2281
15,8,1970-01-02T04:15Z,0.24149342465753432,0.2261,0.0969,0.6135,0.029614246575342472,0.0199,-0.0481,0.2402
15,8,1970-01-02T04:30Z,0.2357542465753425,0.2175,0.0853,0.6509,0.02839205479452055,0.0179,-0.0504,0.2513
15,8,1970-01-02T04:45Z,0.23178547945205488,0.2145,0.0761,0.6904,0.03152547945205481,0.0224,-0.0532,0.2413
15,9,1970-01-01T05:00Z,0.2072254794520549,0.1919,0.0698,0.4819,0.04245972602739728,0.0288,-0.0689,0.2381
15,9,1970-01-01T05:15Z,0.1990405479452055,0.1796,0.0791,0.4794,0.04180082191780823,0.0268,-0.043,0.2331
15,9,1970-01-01T05:30Z,0.1892517808219179,0.1721,0.072,0.475,0.040090410958904095,0.023,-0.0399,0.234
15,9,1970-01-01T05:45Z,0.18302767123287667,0.1661,0.0733,0.4514,0.03933123287671232,0.0206,-0.0396,0.2608
15,9,1970-01-01T06:00Z,0.17744754098360666,0.16005,0.0731,0.4627,0.03876557377049182,0.0237,-0.0517,0.2419
15,9,1970-01-01T06:15Z,0.17036939890710387,0.15,0.0733,0.5084,0.03869781420765027,0.020749999999999998,-0.0437,0.2535
15,9,1970-01-01T06:30Z,0.1668724043715848,0.14229999999999998,0.0615,0.4423,0.037813661202185815,0.0201,-0.0515,0.2632
15,9,1970-01-01T06:45Z,0.15868497267759557,0.13685,0.046,0.4854,0.03606448087431693,0.0161,-0.042,0.2551
15,9,1970-01-01T07:00Z,0.15709614325068866,0.133,0.0624,0.4921,0.037465289256198374,0.019,-0.0442,0.2484
15,9,1970-01-01T07:15Z,0.15465399449035813,0.1291,0.0633,0.4808,0.03609834710743803,0.0174,-0.0483,0.2254
15,9,1970-01-01T07:30Z,0.14978429752066122,0.1256,0.053,0.4588,0.03696418732782369,0.0181,-0.0412,0.2749
15,9,1970-01-01T07:45Z,0.1469986225895317,0.1217,0.0544,0.4296,0.037159779614325074,0.0194,-0.0385,0.2366
15,9,1970-01-01T08:00Z,0.14371010928961744,0.1201,0.0537,0.4525,0.038185792349726785,0.019950000000000002,-0.0519,0.2378
15,9,1970-01-01T08:15Z,0.1427461748633881,0.11815,0.0523,0.3828,0.03775054644808743,0.0196,-0.0423,0.2131
15,9,1970-01-01T08:30Z,0.14088415300546442,0.11605,0.046,0.4378,0.03780546448087433,0.018549999999999997,-0.0473,0.2318
15,9,1970-01-01T08:45Z,0.13859999999999992,0.11665,0.0439,0.4234,0.0377620218579235,0.018099999999999998,-0.0309,0.2126
15,9,1970-01-01T09:00Z,0.13453643835616438,0.114,0.056,0.4542,0.03602054794520547,0.018,-0.0364,0.232
15,9,1970-01-01T09:15Z,0.1315482191780822,0.1094,0.0453,0.3623,0.035438630136986324,0.0186,-0.0462,0.2033
15,9,1970-01-01T09:30Z,0.13116849315068482,0.1132,0.0502,0.497,0.03664082191780824,0.0199,-0.0364,0.2472
15,9,1970-01-01T09:45Z,0.13401616438356165,0.1101,0.0482,0.4151,0.037282465753424664,0.0199,-0.0385,0.2128
15,9,1970-01-01T10:00Z,0.13471972602739718,0.1142,0.0446,0.4964,0.0384424657534247,0.0235,-0.0378,0.2286
15,9,1970-01-01T10:15Z,0.13378356164383573,0.1145,0.046,0.4317,0.03800849315068494,0.0227,-0.0416,0.2517
15,9,1970-01-01T10:30Z,0.13702109589041098,0.1155,0.0513,0.4556,0.042210136986301355,0.0245,-0.0337,0.2232
15,9,1970-01-01T10:45Z,0.1616104109589042,0.1315,0.0496,0.5114,0.044574246575342466,0.0329,-0.0357,0.218
15,9,1970-01-01T11:00Z,0.141724109589041,0.1201,0.0606,0.4218,0.04050821917808221,0.023,-0.0319,0.212
15,9,1970-01-01T11:15Z,0.1427534246575342,0.1222,0.0552,0.4462,0.03880328767123285,0.0191,-0.0357,0.2267
15,9,1970-01-01T11:30Z,0.1439860273972604,0.1243,0.0612,0.4944,0.03757506849315071,0.0201,-0.0393,0.2081
15,9,1970-01-01T11:45Z,0.14937945205479453,0.1275,0.0647,0.4435,0.039338904109589054,0.0228,-0.0352,0.2298
15,9,1970-01-01T12:00Z,0.15465260273972609,0.1334,0.0551,0.4276,0.037406849315068505,0.0225,-0.0547,0.273
15,9,1970-01-01T12:15Z,0.16427561643835617,0.1464,0.0637,0.4418,0.032825753424657524,0.0146,-0.0445,0.2238
15,9,1970-01-01T12:30Z,0.16909698630136985,0.1509,0.067,0.5275,0.03531863013698629,0.0205,-0.0542,0.2173
15,9,1970-01-01T12:45Z,0.16583287671232877,0.1502,0.0479,0.4211,0.03319123287671231,0.0206,-0.0516,0.2171
15,9,1970-01-01T13:00Z,0.16756273972602745,0.1552,0.0698,0.4894,0.03151835616438355,0.0197,-0.054,0.2099
15,9,1970-01-01T13:15Z,0.17304164383561643,0.155,0.0526,0.5388,0.03359753424657535,0.0197,-0.0567,0.2319
15,9,1970-01-01T13:30Z,0.17561123287671235,0.1638,0.0637,0.5365,0.03346739726027399,0.0247,-0.0501,0.2287
15,9,1970-01-01T13:45Z,0.18064383561643843,0.1653,0.0604,0.5107,0.03906164383561644,0.0307,-0.0436,0.2259
15,9,1970-01-01T14:00Z,0.18299315068493155,0.17,0.0647,0.4217,0.03533232876712328,0.024,-0.0578,0.2214
15,9,1970-01-01T14:15Z,0.19076520547945208,0.1766,0.0772,0.4454,0.0349052054794521,0.0224,-0.0543,0.2208
15,9,1970-01-01T14:30Z,0.18936493150684952,0.1729,0.0631,0.4296,0.03432849315068495,0.0223,-0.0688,0.2209
15,9,1970-01-01T14:45Z,0.18783315068493156,0.1695,0.0871,0.4934,0.03226767123287672,0.019,-0.0519,0.2017
15,9,1970-01-01T15:00Z,0.18326794520547937,0.1661,0.0757,0.4334,0.03224876712328769,0.0173,-0.0576,0.2057
15,9,1970-01-01T15:15Z,0.1857093150684931,0.1723,0.0756,0.4408,0.03666712328767128,0.0231,-0.0588,0.2255
15,9,1970-01-01T15:30Z,0.18987060439560424,0.1798,0.0656,0.4827,0.034759340659340644,0.024550000000000002,-0.0706,0.1966
15,9,1970-01-01T15:45Z,0.19051593406593403,0.1763,0.061,0.4368,0.0353456043956044,0.022350000000000002,-0.061,0.187
15,9,1970-01-01T16:00Z,0.18960219780219786,0.1765,0.048,0.4439,0.0339401098901099,0.02355,-0.0669,0.2053
15,9,1970-01-01T16:15Z,0.18795054945054945,0.17509999999999998,0.0664,0.4548,0.03558104395604397,0.02275,-0.0524,0.2235
15,9,1970-01-01T16:30Z,0.1930832417582417,0.1789,0.0661,0.4528,0.03587170329670329,0.02565,-0.0544,0.238
15,9,1970-01-01T16:45Z,0.19649890109890134,0.18215,0.0758,0.4614,0.035338461538461534,0.0199,-0.0527,0.2014
15,9,1970-01-01T17:00Z,0.19661043956043944,0.18485000000000001,0.0665,0.4729,0.040342032967033,0.029249999999999998,-0.0458,0.2095
15,9,1970-01-01T17:15Z,0.19495989010989012,0.18185,0.0784,0.5051,0.03782225274725276,0.02855,-0.0561,0.2193
15,9,1970-01-01T17:30Z,0.19776758241758235,0.18230000000000002,0.07,0.5587,0.03819450549450546,0.0251,-0.0788,0.2224
15,9,1970-01-01T17:45Z,0.1958934065934066,0.1827,0.0756,0.414,0.036414285714285725,0.02465,-0.0484,0.2015
15,9,1970-01-01T18:00Z,0.19366428571428576,0.1792,0.0714,0.5051,0.03399038461538459,0.01985,-0.0517,0.2607
15,9,1970-01-01T18:15Z,0.19012664835164836,0.17309999999999998,0.0628,0.4924,0.0343368131868132,0.02225,-0.05,0.2085
15,9,1970-01-01T18:30Z,0.18889423076923062,0.17415,0.0847,0.4376,0.0342651098901099,0.02425,-0.0621,0.2152
15,9,1970-01-01T18:45Z,0.18548516483516478,0.17120000000000002,0.0635,0.5208,0.03332857142857146,0.0218,-0.0487,0.2181
15,9,1970-01-01T19:00Z,0.18477499999999988,0.1722,0.0593,0.3929,0.0334467032967033,0.024149999999999998,-0.0569,0.1938
15,9,1970-01-01T19:15Z,0.18542362637362628,0.16795,0.0695,0.528,0.03348214285714287,0.022600000000000002,-0.0487,0.2009
15,9,1970-01-01T19:30Z,0.1799870879120879,0.16544999999999999,0.065,0.5131,0.031342582417582414,0.0195,-0.059,0.2239
15,9,1970-01-01T19:45Z,0.18303681318681314,0.16465000000000002,0.0807,0.4906,0.0324335164835165,0.0218,-0.0552,0.1956
15,9,1970-01-01T20:00Z,0.18588131868131863,0.16955,0.0738,0.546,0.03334395604395603,0.02385,-0.053,0.2144
15,9,1970-01-01T20:15Z,0.18256648351648344,0.16565,0.0829,0.4508,0.033668406593406607,0.02395,-0.0511,0.2149
15,9,1970-01-01T20:30Z,0.1840315934065934,0.1683,0.0837,0.5155,0.03388543956043956,0.019700000000000002,-0.0521,0.2103
